"I_D"	"FLAG_TSUNAMI"	"YEAR"	"MONTH"	"DAY"	"HOUR"	"MINUTE"	"SECOND"	"FOCAL_DEPTH"	"EQ_MAG_MW"	"EQ_MAG_MS"	"Max.Richter"	"EQ_MAG_MB"	"EQ_MAG_ML"	"EQ_MAG_MFA"	"EQ_MAG_UNK"	"INTENSITY"	"COUNTRY"	"STATE"	"LOCATION_NAME"	"LATITUDE"	"LONGITUDE"	"REGION_CODE"	"DEATHS"	"DEATHS_DESCRIPTION"	"MISSING"	"MISSING_DESCRIPTION"	"INJURIES"	"INJURIES_DESCRIPTION"	"DAMAGE_MILLIONS_DOLLARS"	"DAMAGE_DESCRIPTION"	"HOUSES_DESTROYED"	"HOUSES_DESTROYED_DESCRIPTION"	"HOUSES_DAMAGED"	"HOUSES_DAMAGED_DESCRIPTION"	"TOTAL_DEATHS"	"TOTAL_DEATHS_DESCRIPTION"	"TOTAL_MISSING"	"TOTAL_MISSING_DESCRIPTION"	"TOTAL_INJURIES"	"TOTAL_INJURIES_DESCRIPTION"	"TOTAL_DAMAGE_MILLIONS_DOLLARS"	"TOTAL_DAMAGE_DESCRIPTION"	"TOTAL_HOUSES_DESTROYED"	"TOTAL_HOUSES_DESTROYED_DESCRIPTION"	"TOTAL_HOUSES_DAMAGED"	"TOTAL_HOUSES_DAMAGED_DESCRIPTION"
3150	"Tsu"	1920	2	2	11	22	18	60	NA	7.7	7.7	NA	NA	NA	NA	NA	"PAPUA NEW GUINEA"	""	"PAPUA NEW GUINEA:  NEW BRITAIN"	-6.5	150	170	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA
6273	"Tsu"	1920	8	20	16	15	38	15	NA	7	7	NA	NA	NA	NA	NA	"CHILE"	""	"CHILE:  OFF COAST CENTRAL"	-38	-73.5	160	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	2
3162	"Tsu"	1920	9	20	14	39	NA	35	7.8	7.9	7.9	NA	NA	NA	NA	NA	"NEW CALEDONIA"	""	"NEW CALEDONIA:  LOYALTY ISLANDS"	-19.919	168.53	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
3163	"Tsu"	1920	11	26	7	51	NA	25	NA	NA	6	NA	NA	NA	6	11	"ALBANIA"	""	"ALBANIA:  TEPELENE, DRAGOTI, PESHTANI, MARICAJ"	40.2	20	130	600	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3165	"Tsu"	1920	12	16	12	5	53	17	7.8	8.5	8.5	NA	NA	NA	NA	12	"CHINA"	""	"CHINA:  GANSU PROVINCE, SHANXI PROVINCE"	36.7	104.9	30	200000	4	NA	NA	NA	NA	25	4	NA	NA	NA	NA	200000	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3168	"Tsu"	1920	12	18	2	1	57	NA	NA	5.6	5.6	NA	NA	NA	NA	9	"ALBANIA"	""	"ALBANIA:  ELBASAN, PEQIN"	40.5	19.5	130	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
3173	"Tsu"	1921	5	14	11	17	45	NA	NA	6.2	6.2	NA	NA	NA	NA	8	"INDONESIA"	""	"INDONESIA:  SANGKULIRANG,RENDING,KARIORANG,SEKURAN"	0.7	117.9	170	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	1
7886	"Tsu"	1921	8	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CHINA"	""	"CHINA:   LIAONING PROVINCE:  XIAOSI, DANDONG"	40.13	124.38	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA
3175	"Tsu"	1921	9	11	4	1	38	NA	NA	7.5	7.5	NA	NA	NA	NA	NA	"INDONESIA"	""	"INDONESIA:  S OF JAVA"	-11	111	170	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
3180	"Tsu"	1921	11	11	18	36	8	60	NA	7.5	7.5	NA	NA	NA	NA	7	"PHILIPPINES"	""	"PHILIPPINES:  MINDANAO:  E"	8	127	170	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2
6582	"Tsu"	1922	1	6	14	11	2	33	NA	7.2	7.2	NA	NA	NA	NA	NA	"PERU"	""	"PERU"	-16.5	-73	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	2
7461	"Tsu"	1922	1	19	21	58	50	NA	NA	7.5	7.5	NA	NA	NA	NA	NA	"PAPUA NEW GUINEA"	""	"PAPUA NEW GUINEA:  BISMARCK SEA"	-7	143	170	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA
6275	"Tsu"	1922	2	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"INDONESIA"	""	"INDONESIA:  BANDA"	-3.3	128.9	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3191	"Tsu"	1922	2	27	20	39	50	NA	NA	6.3	6.3	NA	NA	NA	NA	5	"PHILIPPINES"	""	"PHILIPPINES:  CEBU ISLAND, MACTAN ISLAND"	10.2	124.1	170	5	1	NA	NA	NA	NA	NA	2	NA	NA	NA	2	5	1	NA	NA	NA	NA	NA	2	NA	NA	NA	2
3192	"Tsu"	1922	3	1	9	10	23	NA	NA	6	6	NA	NA	NA	NA	8	"PHILIPPINES"	""	"PHILIPPINES:  SIATON,ZAMBOANGUITA"	9	123.25	170	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	2
6276	"Tsu"	1922	4	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"INDONESIA"	""	"SW. SUMATRA"	-1	100.35	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6278	"Tsu"	1922	7	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"INDONESIA"	""	"LHOKNGA, ACEH"	5.5	95.2	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3198	"Tsu"	1922	9	1	19	16	6	NA	NA	7.6	7.6	NA	NA	NA	NA	NA	"TAIWAN"	""	"TAIWAN"	24.5	122	30	5	1	NA	NA	7	1	NA	2	139	3	NA	NA	5	1	NA	NA	7	1	NA	2	139	3	NA	NA
6315	"Tsu"	1922	11	7	23	0	9	33	NA	NA	NA	NA	NA	NA	NA	NA	"CHILE"	""	"N. CHILE"	-28	-72	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3202	"Tsu"	1922	11	11	4	32	36	25	8.5	8.3	8.5	NA	NA	NA	NA	NA	"CHILE"	""	"CHILE:  ATACAMA"	-28.5	-70	160	500	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	700	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
6279	"Tsu"	1922	12	25	3	33	10	NA	NA	6.3	6.3	NA	NA	NA	NA	7	"NEW ZEALAND"	""	"SE. NEW ZEALAND"	-43	173	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6280	"Tsu"	1923	1	22	9	4	18	NA	NA	7.2	7.2	NA	6.5	NA	NA	8	"USA"	"CA"	"CALIFORNIA:  NORTHERN"	40.8	-124.5	150	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
3212	"Tsu"	1923	2	3	16	1	41	19	8.3	8.3	8.3	NA	NA	NA	NA	11	"RUSSIA"	""	"RUSSIA:  KAMCHATKA"	54	161	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	NA	NA	NA	NA	1.5	2	NA	NA	NA	NA
6281	"Tsu"	1923	3	2	16	48	52	22	NA	7.2	7.2	NA	NA	NA	NA	7	"PHILIPPINES"	""	"PHILIPPINES:  MINDANAO IsLAND"	6.5	124	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3219	"Tsu"	1923	4	13	15	31	2	20	NA	7.2	7.2	NA	NA	NA	NA	10	"RUSSIA"	""	"RUSSIA:  NEAR KAMCHATKA"	56.5	162.5	50	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	18	1	400	3	NA	NA	NA	3	NA	3	NA	NA
6283	"Tsu"	1923	5	4	22	26	45	60	NA	7	7	NA	NA	NA	NA	NA	"CHILE"	""	"CHILE:  VALLENAR"	-28.75	-71.75	160	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	2
6284	"Tsu"	1923	6	1	17	24	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	"JAPAN"	""	"KASHIMA, JAPAN"	35.4	141.8	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6285	"Tsu"	1923	7	18	2	24	19	NA	NA	5.5	5.5	NA	NA	NA	NA	5	"PHILIPPINES"	""	"PHILIPPINES:  BUTUAN, CAMIGUIN ISLAND"	9.3	125	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6633	"Tsu"	1923	8	12	12	11	NA	33	NA	NA	NA	NA	NA	NA	NA	NA	"CHILE"	""	"N. CHILE"	-18.5	-70.3	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3227	"Tsu"	1923	9	1	2	58	49	40	7.9	7.9	8.2	NA	NA	NA	8.2	NA	"JAPAN"	""	"JAPAN:  TOKYO, YOKOHAMA"	35.1	139.5	30	142807	4	43476	4	47000	4	600	4	NA	NA	NA	NA	142807	4	43476	4	47000	4	600	4	695000	4	NA	NA
3229	"Tsu"	1923	9	2	2	46	40	20	NA	7.7	7.7	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  NEAR S COAST HONSHU"	34.9	140.2	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6286	"Tsu"	1923	11	2	21	8	6	50	NA	7.2	7.2	NA	NA	NA	NA	NA	"PAPUA NEW GUINEA"	""	"BISMARCK ARCHIPELAGO"	-4.5	151.5	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6287	"Tsu"	1923	11	4	0	4	30	NA	NA	7.2	7.2	NA	NA	NA	NA	NA	"PAPUA NEW GUINEA"	""	"BISMARCK ARCHIPELAGO"	-5	152	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6288	"Tsu"	1924	3	15	10	31	24.1	15	6.8	6.9	6.9	NA	NA	NA	NA	NA	"RUSSIA"	""	"RUSSIA:  SAKHALIN ISLAND"	49.179	142.436	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6290	"Tsu"	1924	4	14	16	20	23	33	NA	8.3	8.3	NA	NA	NA	NA	9	"PHILIPPINES"	""	"PHILIPPINES: E MINDANAO: MATI,SURIGA"	6.5	126.5	170	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	NA
6291	"Tsu"	1924	5	6	16	9	20	NA	NA	6.5	6.5	NA	NA	NA	NA	NA	"PHILIPPINES"	""	"PHILIPPINES:  AGNO"	16	118	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
3247	"Tsu"	1924	6	26	1	37	34	NA	NA	7.8	7.8	NA	NA	NA	NA	NA	"AUSTRALIA"	"TAS"	"AUSTRALIA:  MACQUARIE ISLAND"	-56	157.5	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7099	"Tsu"	1924	8	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ICELAND"	""	"ICELAND: REYKJAVIK"	64.15	-21.95	120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3250	"Tsu"	1924	8	30	3	4	57	33	NA	7.3	7.3	NA	NA	NA	NA	9	"PHILIPPINES"	""	"PHILIPPINES:  MINDANAO:  SURIGAO,BUTUAN"	8.5	126.5	170	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA
6294	"Tsu"	1925	1	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	"INDONESIA"	""	"INDONESIA:  BANDA SEA"	-8	115	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6295	"Tsu"	1925	2	23	23	54	NA	NA	NA	6.8	6.8	NA	NA	NA	NA	NA	"USA"	"AK"	"GULF OF ALASKA"	60	-146	150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6583	"Tsu"	1925	5	5	10	6	6	33	NA	6.8	6.8	NA	NA	NA	NA	9	"PHILIPPINES"	""	"W. LUZON ISLAND, PHILIPPINES"	9.3	122.7	170	17	1	NA	NA	NA	NA	NA	2	NA	2	NA	NA	17	1	NA	NA	NA	NA	NA	2	NA	2	NA	NA
6543	"Tsu"	1925	5	15	11	56	57	50	NA	7.1	7.1	NA	NA	NA	NA	NA	"CHILE"	""	"N. CHILE"	-26	-71.5	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3268	"Tsu"	1925	5	25	3	43	6	10	NA	6.3	6.3	NA	NA	NA	NA	7	"PHILIPPINES"	""	"PHILIPPINES:  LUZON:  W"	12.2	122.1	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3279	"Tsu"	1925	11	13	12	14	45	22	NA	7.3	7.3	NA	NA	NA	NA	9	"PHILIPPINES"	""	"PHILIPPINES:  SAMAR I,  LAOANG I, BATAG I"	13	125	170	NA	NA	NA	NA	NA	3	NA	2	NA	3	NA	NA	NA	2	NA	NA	NA	3	NA	2	NA	3	NA	NA
6317	"Tsu"	1925	11	16	11	54	54	80	NA	7	7	NA	NA	NA	NA	NA	"MEXICO"	""	"S. MEXICO"	18.5	-107	150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
6298	"Tsu"	1926	3	20	9	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"USA"	"HI"	"HAWAII"	20.5	-155.5	150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3290	"Tsu"	1926	6	28	3	23	25	NA	NA	5.8	5.8	NA	NA	NA	NA	9	"INDONESIA"	""	"INDONESIA:  SUMATERA"	-0.7	100.6	60	NA	NA	NA	NA	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	2	NA	NA	NA	NA
3293	"Tsu"	1926	8	17	1	42	NA	100	NA	5.3	5.3	NA	NA	NA	NA	7	"ITALY"	""	"ITALY:  SALINA ISLAND"	38.567	14.833	130	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6300	"Tsu"	1926	9	16	17	59	15	35	NA	6.9	7.3	7.3	NA	NA	NA	NA	"SOLOMON ISLANDS"	""	"SOLOMON ISLANDS"	-9.674	159.519	170	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	2
6318	"Tsu"	1926	12	9	22	38	48	33	NA	6	6	NA	NA	NA	NA	NA	"CHILE"	""	"CHILE:  VALLENAR"	-28	-71	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3305	"Tsu"	1927	1	1	8	16	NA	NA	NA	NA	5.8	NA	NA	NA	5.8	NA	"USA"	"CA"	"CALIFORNIA, MEXICO"	32.5	-115.5	150	NA	NA	NA	NA	NA	1	1	2	NA	1	20	1	1	1	NA	NA	NA	1	3	2	NA	1	20	1
3306	"Tsu"	1927	3	7	9	27	NA	10	NA	7.3	7.3	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  HONSHU:  SW"	35.6	135.1	30	3022	4	NA	NA	3295	4	40	4	15594	4	9821	4	3022	4	NA	NA	3295	4	40	4	15594	4	9821	4
6508	"Tsu"	1927	6	26	11	20	48	27	NA	6	6	NA	NA	NA	NA	7	"UKRAINE"	""	"UKRAINE:  CRIMEA:  SEBASTOPOL"	44.4	34.4	110	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
6301	"Tsu"	1927	8	5	21	13	1.1	10	NA	6.9	6.9	NA	NA	NA	NA	NA	"JAPAN"	""	"SANRIKU, JAPAN"	37.9	142	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
6584	"Tsu"	1927	8	18	19	28	NA	20	NA	6.9	6.9	NA	NA	NA	NA	NA	"JAPAN"	""	"KASHIMA, JAPAN"	34.2	142	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3330	"Tsu"	1927	9	11	22	15	48	17	NA	6.8	6.8	NA	NA	NA	NA	9	"UKRAINE"	""	"UKRAINE:  CRIMEA:  SEBASTOPOL"	44.4	34.5	110	11	1	NA	NA	122	3	NA	4	NA	4	NA	4	11	1	NA	NA	122	3	NA	4	NA	4	NA	4
7442	"Tsu"	1927	10	24	15	59	44.8	0	NA	7.1	7.1	7.1	NA	NA	NA	7	"USA"	"AK"	"ALASKA:  SE ALASKA"	57.69	-136.07	150	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3335	"Tsu"	1927	11	4	13	50	43	10	7.3	7.1	7.3	7.3	NA	NA	NA	8	"USA"	"CA"	"CALIFORNIA:  S:  OFF COAST"	34.813	-120.774	150	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
6302	"Tsu"	1927	11	21	23	12	25	33	NA	7.1	7.1	NA	NA	NA	NA	NA	"CHILE"	""	"S. CHILE"	-44.6	-73	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3339	"Tsu"	1927	12	1	4	37	27	NA	NA	6.3	6.3	NA	NA	NA	NA	7	"INDONESIA"	""	"INDONESIA:  SULAWESI:  DONGGALA"	-0.7	119.7	170	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	50	1	NA	NA	50	1	NA	3	NA	3	NA	NA
6303	"Tsu"	1927	12	28	18	20	NA	33	NA	NA	NA	NA	NA	NA	NA	NA	"RUSSIA"	""	"RUSSIA:  KAMCHATKA"	53.8	161	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6304	"Tsu"	1928	2	9	NA	NA	NA	33	NA	5.8	5.8	NA	NA	NA	NA	NA	"CANADA"	"BC"	"BRITISH COLUMBIA"	49	-125	150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3348	"Tsu"	1928	3	22	4	17	NA	60	NA	7.7	7.7	NA	NA	NA	NA	NA	"MEXICO"	""	"MEXICO:  OAXACA"	15.67	-96.1	150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3353	"Tsu"	1928	3	31	0	29	47	NA	NA	6.5	6.5	NA	NA	NA	NA	9	"TURKEY"	""	"TURKEY:  TEPEKOY, TORBALI"	38.1	27.4	140	170	3	NA	NA	700	3	NA	4	2600	4	NA	3	170	3	NA	NA	700	3	NA	4	2600	4	NA	3
3357	"Tsu"	1928	4	9	17	34	15	30	NA	6.9	6.9	NA	NA	NA	NA	9	"PERU"	""	"PERU"	-13	-69.5	160	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	NA	10	1	NA	NA	NA	NA	NA	3	NA	3	NA	NA
3366	"Tsu"	1928	4	22	20	13	46	29	NA	6	6	NA	NA	NA	NA	9	"GREECE"	""	"GREECE:  CORINTH (CORINTHIA)"	38	23	130	20	1	NA	NA	NA	NA	NA	4	3000	4	NA	NA	20	1	NA	NA	NA	NA	NA	4	3000	4	NA	NA
7776	"Tsu"	1928	4	24	11	14	48	NA	NA	5	5	NA	NA	NA	NA	NA	"GREECE"	""	"GREECE:  AEGEAN SEA"	38	23.5	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8217	"Tsu"	1928	4	25	0	31	18	NA	NA	5.2	5.2	NA	NA	NA	NA	6	"GREECE"	""	"GREECE"	38	23	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6077	"Tsu"	1928	4	27	20	34	58	NA	NA	6.8	6.8	NA	NA	NA	NA	5	"PERU"	""	"PERU:  ESQUILAYA"	-13	-69.5	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6078	"Tsu"	1928	5	3	1	25	13	NA	NA	4.3	4.3	NA	NA	NA	NA	7	"TURKEY"	""	"TURKEY:  WESTERN"	40.8	26.8	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6079	"Tsu"	1928	5	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TONGA"	""	"ISLAND OF LIFUKA, TONGA ISLANDS"	-19.8	-174.345	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6628	"Tsu"	1928	5	27	9	50	NA	40	NA	NA	NA	NA	NA	NA	NA	NA	"JAPAN"	""	"SANRIKU, JAPAN"	40	143.2	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3368	"Tsu"	1928	6	15	6	12	36	33	NA	7	7	NA	NA	NA	NA	8	"PHILIPPINES"	""	"PHILIPPINES:  SW MINDORO"	12.4	120.9	170	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA
3371	"Tsu"	1928	6	17	3	19	27	32	NA	7.8	8	NA	NA	NA	8	NA	"MEXICO"	""	"MEXICO:  OAXACA"	16.25	-98	150	4	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	4	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
6080	"Tsu"	1928	7	18	19	5	NA	70	NA	7	7	NA	NA	NA	NA	6	"PERU"	""	"PERU"	-5.5	-79	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6081	"Tsu"	1928	11	20	20	35	7	33	NA	7.1	7.1	NA	NA	NA	NA	NA	"CHILE"	""	"N. CHILE"	-22.5	-70.5	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3378	"Tsu"	1928	12	1	4	6	12	25	7.6	8	8	NA	NA	NA	NA	9	"CHILE"	""	"CHILE:  TALCA, CHILLAN, SANTIAGO, SAN FERNANDO"	-35	-72	160	279	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	279	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
3380	"Tsu"	1928	12	19	11	37	10	NA	NA	7.3	7.3	NA	NA	NA	NA	7	"PHILIPPINES"	""	"PHILIPPINES:  COTABATO,N COAST OF ILLANA BAY"	7	124	170	93	2	NA	NA	NA	NA	NA	2	NA	3	NA	NA	97	2	NA	NA	102	2	NA	2	NA	3	NA	NA
3385	"Tsu"	1929	1	17	11	52	NA	NA	NA	NA	6.9	NA	NA	NA	6.9	9	"VENEZUELA"	""	"VENEZUELA: CUMANA"	10.5	-64.2	90	50	1	NA	NA	800	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3389	"Tsu"	1929	3	7	1	34	NA	50	7.8	7.5	8.6	7.9	NA	NA	8.6	5	"USA"	"AK"	"ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS"	51	-170	150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6082	"Tsu"	1929	5	21	16	35	NA	30	NA	NA	6.8	NA	NA	NA	6.8	NA	"JAPAN"	""	"JAPAN:  HIUGANADA"	31.7	132.2	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6083	"Tsu"	1929	5	26	22	39	54	33	7	NA	7	NA	NA	NA	NA	NA	"CANADA"	"BC"	"CANADA: QUEEN CHARLOTTE ISLANDS"	51	-131	150	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
